       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
      441.00      722.00     1178.00     262.090      14.000       1.713       1.145       1.073       0.743      -0.663      -0.093      -0.495      -0.638       0.589       0.450       0.392       0.802
      442.00      726.00     1184.00     252.730      24.000       2.390       1.814       0.949       0.646      -0.576      -0.501      -0.487       0.195      -0.852      -0.588      -0.794       0.154
      442.00      725.00     1186.00     252.730      15.000       2.459       0.556       1.031       0.992      -0.119       0.040      -0.120      -0.806       0.580      -0.036      -0.580      -0.814
      445.00      725.00     1183.00     280.811      11.000       0.886       0.879       1.396      -0.354       0.905      -0.236      -0.088      -0.284      -0.955       0.931       0.317      -0.180
      436.00     1110.00     1047.00     327.613       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      439.00      892.00     1200.00    2059.282       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      440.00     1110.00     1047.00     234.009       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      443.00      690.00     1095.00     262.090       4.000       0.750       0.395       1.186       0.000      -0.949       0.316       0.000       0.316       0.949       1.000       0.000       0.000
      441.00     1036.00     1224.00     205.928       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      443.00     1286.00     1073.00     346.334       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      447.00     1110.00     1047.00    1572.543       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      452.00     1110.00     1047.00    1413.417       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      446.00      892.00     1200.00    1909.516       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      445.00     1036.00     1224.00     234.009       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      449.00     1286.00     1073.00     608.424       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      450.00      727.00     1188.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      451.50     1036.00     1224.00     205.928       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      451.00      926.00      904.00     252.730       4.000       0.263       1.000       0.425       0.526       0.000       0.851       0.851       0.000      -0.526       0.000      -1.000       0.000
      453.00      922.00      906.00     215.289       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      454.33      926.00      904.33     205.928       3.333       0.324       0.444       0.212       0.236       0.333      -0.569       0.431       0.000      -0.236       0.000      -0.667       0.333
      457.00      923.00      906.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      459.00      927.00      904.00     224.649       4.000       0.000       1.000       0.750       0.000       0.000      -1.000       1.000       0.000       0.000       0.000      -1.000       0.000
      453.00      892.00     1200.00    3856.474       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      456.00     1286.00     1073.00     402.496       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      457.00     1110.00     1047.00     280.811       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      460.00     1110.00     1047.00     514.821       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
